Block,Lot,Use_Districts_Superseded,Use_Districts_Approved,Additional_Info_Split_Lots_Use,Height_Bulk_Superseded,Height_Bulk_Approved,Additional_Info_Split_Lots_Height,Special_Use_Districts_Approved,Coastal_Zone
1857,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,052,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,054,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1857,065,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,006,P,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,026,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1858,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,018,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,019,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,026,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,027,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,028,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,029,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,030,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,031,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,032,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,033,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,034,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,035,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,036,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,037,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,038,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,039,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,040,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1863,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1864,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1864,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1864,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1864,026,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,027,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,028,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,029,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,030,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,031,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,032,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,033,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,034,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1864,035,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,001,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,002,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,003,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,004,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,rest of parcel,N/A
1865,007,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,008,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,009,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,010,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,011,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,012,RH-2,RTO-C,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1865,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1865,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,019,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,026,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,027,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,028,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,029,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1866,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,018,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,019,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,026,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,027,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,028,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,029,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,030,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,031,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,032,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,033,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,034,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,035,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,036,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,037,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,038,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1867,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,018,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,026,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,027,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,028,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,029,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,030,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,031,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,032,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,033,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,034,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,035,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,036,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,037,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1868,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,018,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,019,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,026,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,027,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,028,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,029,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,030,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,031,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,032,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,033,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,034,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,035,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,036,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,037,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,038,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,039,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,040,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,041,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,042,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,046,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,047,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1869,048,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1870,008,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,009,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,010,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,011,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,012,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,013,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1870,014,RH-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
