Block,Lot,Use_Districts_Superseded,Use_Districts_Approved,Additional_Info_Split_Lots_Use,Height_Bulk_Superseded,Height_Bulk_Approved,Additional_Info_Split_Lots_Height,Special_Use_Districts_Approved,Coastal_Zone
1103,020,RM-2,No change,N/A,35-X,40//40-R-4,N/A,N/A,N/A
1103,082,RM-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1103,101,RM-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1104,001,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,002,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,003,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,004,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,006,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,007,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,008,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,009,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,011,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,012,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,013,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,014,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,015,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1104,031,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1105,001,P,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1105,026,RM-1,No change,N/A,40-X,50//85-R-4,N/A,N/A,N/A
1107,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1107,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1107,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1107,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1107,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1108,010,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1108,012,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1109,014,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1109,016,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1111,001,P,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1112,001,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,002,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,003,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,004,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,005,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,006,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,007,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,008,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,009,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,010,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,011,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,012,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1112,013,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,014,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,019,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,020,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,023,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,024,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,025,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,026,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,028,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,029,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,030,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,031,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,032,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,033,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,034,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,036,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,038,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1112,040,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,001,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,002,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,003,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,004,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,006,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,007,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,008,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,009,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,010,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,011,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,012,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,013,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,014,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1113,015,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,016,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,017,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,018,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,019,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,020,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,021,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,022,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,023,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,024,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,025,RH-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,026,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1113,027,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,001,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,002,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,003,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,004,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,005,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,006,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,007,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,008,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,009,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,010,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,011,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,012,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,013,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,014,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,015,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1114,016,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,017,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,018,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,019,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,021,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,022,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,023,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,024,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,025,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,026,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,028,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,029,RM-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,030,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1114,032,RH-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,001,RM-2,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,002,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,003,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,004,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,005,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,006,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,007,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,008,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,009,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,010,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,011,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,013,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,015,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,016,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,017,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,018,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,019,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,020,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,021,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,022,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,023,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,024,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,026,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,027,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,028,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,029,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,030,RM-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1115,031,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,033,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1115,035,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,001,RM-2,No change,N/A,28-X,40//40-R-4,N/A,N/A,N/A
1116,002,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,003,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,004,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,005,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,006,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,007,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,008,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,009,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,010,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,011,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,012,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,013,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,014,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1116,015,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,016,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,017,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,018,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,019,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,020,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,021,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,022,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,023,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,024,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,025,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,026,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,027,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,028,RH-1,No change,N/A,30-X,40//40-R-4,N/A,N/A,N/A
1116,029,RM-2,No change,N/A,20-X,40//40-R-4,N/A,N/A,N/A
1117,002,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,003,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,005,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,006,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,007,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,009,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,010,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,011,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,021,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1117,024,RM-2,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1118,001,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1118,003,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1118,005,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1118,010,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1118,014,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,001,RM-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,002,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,003,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,004,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,005,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,006,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,007,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,008,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,009,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,010,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,011,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,012,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,013,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1119,014,RH-1,No change,N/A,25-X,40//40-R-4,N/A,N/A,N/A
1125,001,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,003,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,004,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,005,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,010,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,012,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,016,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,018,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,023,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1125,034,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1126,003,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,004,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,005,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,006,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,007,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,012,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,013,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,014,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,015,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,018,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,021,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,022,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,025,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,027,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,028,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,031,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,032,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,033,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,034,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1126,035,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,038,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,044,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1126,059,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1127,003,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,005,RM-3 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,008,RM-3 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,012,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,013,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,014,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,015,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,021,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,023,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,024,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,025,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,026,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,028,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,029,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,035,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,039,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1127,040,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,043,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,046,RM-3 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,054,RM-3 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,065,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,067,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,069,1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,092,RM-1 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1127,101,RM-3 RTO-C,65-A,N/A,N/A,65//65-R-4,N/A,N/A,N/A
1128,001,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1128,020,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1128,021,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1129,013,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,015,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,023,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,024,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,028,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,030,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,031,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,032,3,RM-3,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,034,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,039,3,No change,N/A,40-X,65//85-R-4,N/A,N/A,N/A
1129,089,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,093,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1129,109,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,115,NCT-DIVISADERO,No change,N/A,N/A,65//85-R-4,N/A,N/A,N/A
1129,118,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,122,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1129,125,RM-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
1130,001,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,002,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,003,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,004,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,005,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,007,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,008,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1130,009,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1131,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,001,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,002,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,003,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,004,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,005,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,006,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1132,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
